CARD_ID,CUSTOMER_ID,CARD_BRAND,CARD_TYPE,CREDIT_LIMIT,CARD_STATUS
CARD01945,C01945,JCB,Gold,30000000,ACTIVE
CARD01946,C01946,VISA,Infinite,50000000,ACTIVE
CARD01947,C01947,VISA,Gold,20000000,BLOCKED
CARD01948,C01948,VISA,Platinum,20000000,ACTIVE
CARD01949,C01949,MasterCard,Gold,200000000,ACTIVE
CARD01950,C01950,VISA,Gold,20000000,ACTIVE
CARD01951,C01951,VISA,Platinum,20000000,ACTIVE
CARD01952,C01952,MasterCard,Classic,50000000,ACTIVE
CARD01953,C01953,JCB,Classic,30000000,ACTIVE
CARD01954,C01954,Amex,Infinite,50000000,ACTIVE
CARD01955,C01955,JCB,Platinum,200000000,ACTIVE
CARD01956,C01956,MasterCard,Infinite,10000000,ACTIVE
CARD01957,C01957,JCB,Infinite,200000000,BLOCKED
CARD01958,C01958,MasterCard,Infinite,20000000,ACTIVE
CARD01959,C01959,JCB,Infinite,100000000,ACTIVE
CARD01960,C01960,Amex,Gold,10000000,ACTIVE
CARD01961,C01961,MasterCard,Infinite,10000000,ACTIVE
CARD01962,C01962,VISA,Platinum,50000000,ACTIVE
CARD01963,C01963,VISA,Platinum,10000000,ACTIVE
CARD01964,C01964,VISA,Infinite,500000000,ACTIVE
CARD01965,C01965,MasterCard,Classic,100000000,ACTIVE
CARD01966,C01966,VISA,Gold,200000000,ACTIVE
CARD01967,C01967,VISA,Infinite,100000000,BLOCKED
CARD01968,C01968,JCB,Infinite,200000000,ACTIVE
CARD01969,C01969,MasterCard,Gold,500000000,ACTIVE
CARD01970,C01970,Amex,Classic,50000000,ACTIVE
CARD01971,C01971,JCB,Gold,10000000,ACTIVE
CARD01972,C01972,MasterCard,Platinum,200000000,ACTIVE
CARD01973,C01973,VISA,Gold,10000000,ACTIVE
CARD01974,C01974,Amex,Platinum,500000000,ACTIVE
CARD01975,C01975,Amex,Classic,20000000,ACTIVE
CARD01976,C01976,MasterCard,Platinum,30000000,ACTIVE
CARD01977,C01977,JCB,Platinum,10000000,ACTIVE
CARD01978,C01978,MasterCard,Platinum,10000000,ACTIVE
CARD01979,C01979,VISA,Classic,30000000,ACTIVE
CARD01980,C01980,JCB,Infinite,200000000,ACTIVE
CARD01981,C01981,Amex,Platinum,200000000,ACTIVE
CARD01982,C01982,VISA,Gold,20000000,ACTIVE
CARD01983,C01983,MasterCard,Classic,500000000,ACTIVE
CARD01984,C01984,MasterCard,Gold,100000000,ACTIVE
CARD01985,C01985,Amex,Infinite,20000000,ACTIVE
CARD01986,C01986,VISA,Classic,20000000,BLOCKED
CARD01987,C01987,JCB,Classic,50000000,ACTIVE
CARD01988,C01988,Amex,Infinite,100000000,ACTIVE
CARD01989,C01989,MasterCard,Gold,30000000,ACTIVE
CARD01990,C01990,JCB,Gold,100000000,ACTIVE
CARD01991,C01991,JCB,Classic,100000000,ACTIVE
CARD01992,C01992,Amex,Platinum,20000000,ACTIVE
CARD01993,C01993,JCB,Classic,20000000,ACTIVE
CARD01994,C01994,VISA,Infinite,50000000,ACTIVE
CARD01995,C01995,Amex,Classic,10000000,ACTIVE
CARD01996,C01996,VISA,Gold,200000000,ACTIVE
CARD01997,C01997,MasterCard,Gold,20000000,ACTIVE
CARD01998,C01998,Amex,Gold,50000000,ACTIVE
CARD01999,C01999,VISA,Infinite,20000000,ACTIVE
CARD02000,C02000,VISA,Gold,200000000,ACTIVE
CARD02001,C02001,JCB,Infinite,50000000,ACTIVE
CARD02002,C02002,JCB,Infinite,30000000,ACTIVE
CARD02003,C02003,MasterCard,Platinum,50000000,ACTIVE
CARD02004,C02004,VISA,Gold,50000000,ACTIVE
CARD02005,C02005,VISA,Platinum,30000000,BLOCKED
CARD02006,C02006,JCB,Classic,50000000,ACTIVE
CARD02007,C02007,MasterCard,Classic,200000000,ACTIVE
CARD02008,C02008,MasterCard,Gold,100000000,ACTIVE
CARD02009,C02009,VISA,Platinum,100000000,ACTIVE
CARD02010,C02010,VISA,Classic,100000000,ACTIVE
CARD02011,C02011,Amex,Infinite,10000000,ACTIVE
CARD02012,C02012,MasterCard,Classic,50000000,ACTIVE
CARD02013,C02013,MasterCard,Classic,20000000,ACTIVE
CARD02014,C02014,MasterCard,Classic,500000000,ACTIVE
CARD02015,C02015,VISA,Gold,500000000,BLOCKED
CARD02016,C02016,MasterCard,Platinum,30000000,ACTIVE
CARD02017,C02017,MasterCard,Platinum,500000000,ACTIVE
CARD02018,C02018,Amex,Infinite,50000000,ACTIVE
CARD02019,C02019,VISA,Infinite,500000000,ACTIVE
CARD02020,C02020,VISA,Gold,30000000,ACTIVE
CARD02021,C02021,JCB,Classic,100000000,ACTIVE
CARD02022,C02022,Amex,Platinum,100000000,ACTIVE
CARD02023,C02023,MasterCard,Infinite,100000000,ACTIVE
CARD02024,C02024,VISA,Infinite,200000000,ACTIVE
CARD02025,C02025,MasterCard,Platinum,500000000,ACTIVE
CARD02026,C02026,Amex,Infinite,30000000,ACTIVE
CARD02027,C02027,VISA,Gold,200000000,ACTIVE
CARD02028,C02028,Amex,Gold,20000000,ACTIVE
CARD02029,C02029,VISA,Gold,50000000,ACTIVE
CARD02030,C02030,Amex,Classic,200000000,ACTIVE
CARD02031,C02031,MasterCard,Infinite,200000000,ACTIVE
CARD02032,C02032,VISA,Gold,50000000,ACTIVE
CARD02033,C02033,Amex,Infinite,100000000,ACTIVE
CARD02034,C02034,VISA,Gold,30000000,ACTIVE
CARD02035,C02035,Amex,Classic,500000000,ACTIVE
CARD02036,C02036,JCB,Platinum,20000000,ACTIVE
CARD02037,C02037,VISA,Infinite,30000000,ACTIVE
CARD02038,C02038,MasterCard,Gold,20000000,ACTIVE
CARD02039,C02039,VISA,Platinum,50000000,ACTIVE
CARD02040,C02040,Amex,Classic,30000000,ACTIVE
CARD02041,C02041,VISA,Infinite,10000000,ACTIVE
CARD02042,C02042,JCB,Classic,500000000,ACTIVE
CARD02043,C02043,Amex,Gold,30000000,ACTIVE
CARD02044,C02044,JCB,Classic,30000000,ACTIVE
CARD02045,C02045,MasterCard,Gold,200000000,ACTIVE
CARD02046,C02046,Amex,Classic,100000000,ACTIVE
CARD02047,C02047,MasterCard,Platinum,30000000,ACTIVE
CARD02048,C02048,Amex,Platinum,10000000,ACTIVE
CARD02049,C02049,Amex,Classic,100000000,ACTIVE
CARD02050,C02050,Amex,Infinite,200000000,ACTIVE
CARD02051,C02051,MasterCard,Infinite,200000000,ACTIVE
CARD02052,C02052,Amex,Infinite,10000000,ACTIVE
CARD02053,C02053,JCB,Classic,50000000,ACTIVE
CARD02054,C02054,VISA,Classic,30000000,BLOCKED
CARD02055,C02055,MasterCard,Classic,20000000,ACTIVE
CARD02056,C02056,JCB,Classic,30000000,ACTIVE
CARD02057,C02057,Amex,Platinum,20000000,ACTIVE
CARD02058,C02058,JCB,Platinum,500000000,ACTIVE
CARD02059,C02059,JCB,Infinite,50000000,ACTIVE
CARD02060,C02060,Amex,Infinite,20000000,ACTIVE
CARD02061,C02061,JCB,Platinum,100000000,ACTIVE
CARD02062,C02062,VISA,Platinum,500000000,ACTIVE
CARD02063,C02063,MasterCard,Classic,500000000,ACTIVE
CARD02064,C02064,Amex,Classic,500000000,ACTIVE
CARD02065,C02065,VISA,Classic,100000000,ACTIVE
CARD02066,C02066,Amex,Platinum,50000000,BLOCKED
CARD02067,C02067,VISA,Gold,200000000,ACTIVE
CARD02068,C02068,JCB,Gold,200000000,ACTIVE
CARD02069,C02069,VISA,Gold,30000000,ACTIVE
CARD02070,C02070,MasterCard,Infinite,50000000,ACTIVE
CARD02071,C02071,VISA,Classic,10000000,ACTIVE
CARD02072,C02072,JCB,Infinite,100000000,ACTIVE
CARD02073,C02073,Amex,Infinite,500000000,ACTIVE
CARD02074,C02074,JCB,Platinum,200000000,ACTIVE
CARD02075,C02075,JCB,Classic,100000000,ACTIVE
CARD02076,C02076,VISA,Gold,20000000,ACTIVE
CARD02077,C02077,MasterCard,Platinum,10000000,ACTIVE
CARD02078,C02078,Amex,Gold,500000000,ACTIVE
CARD02079,C02079,Amex,Classic,10000000,ACTIVE
CARD02080,C02080,Amex,Infinite,50000000,ACTIVE
CARD02081,C02081,JCB,Classic,200000000,ACTIVE
CARD02082,C02082,JCB,Classic,10000000,ACTIVE
CARD02083,C02083,JCB,Gold,30000000,ACTIVE
CARD02084,C02084,MasterCard,Infinite,500000000,ACTIVE
CARD02085,C02085,VISA,Platinum,50000000,ACTIVE
CARD02086,C02086,Amex,Gold,500000000,ACTIVE
CARD02087,C02087,MasterCard,Infinite,200000000,ACTIVE
CARD02088,C02088,Amex,Platinum,200000000,ACTIVE
CARD02089,C02089,Amex,Platinum,50000000,ACTIVE
CARD02090,C02090,MasterCard,Gold,50000000,ACTIVE
CARD02091,C02091,VISA,Classic,100000000,ACTIVE
CARD02092,C02092,VISA,Classic,500000000,ACTIVE
CARD02093,C02093,Amex,Platinum,200000000,ACTIVE
CARD02094,C02094,JCB,Infinite,200000000,BLOCKED
CARD02095,C02095,Amex,Classic,10000000,ACTIVE
CARD02096,C02096,Amex,Platinum,30000000,ACTIVE
CARD02097,C02097,Amex,Gold,20000000,ACTIVE
CARD02098,C02098,Amex,Platinum,50000000,ACTIVE
CARD02099,C02099,VISA,Classic,30000000,ACTIVE
CARD02100,C02100,Amex,Platinum,100000000,ACTIVE
CARD02101,C02101,Amex,Platinum,100000000,ACTIVE
CARD02102,C02102,VISA,Gold,50000000,ACTIVE
CARD02103,C02103,VISA,Infinite,20000000,ACTIVE
CARD02104,C02104,JCB,Gold,30000000,ACTIVE
CARD02105,C02105,VISA,Platinum,30000000,ACTIVE
CARD02106,C02106,MasterCard,Classic,200000000,ACTIVE
CARD02107,C02107,MasterCard,Gold,30000000,ACTIVE
CARD02108,C02108,Amex,Platinum,20000000,ACTIVE
CARD02109,C02109,MasterCard,Classic,50000000,ACTIVE
CARD02110,C02110,Amex,Platinum,100000000,ACTIVE
CARD02111,C02111,JCB,Gold,20000000,ACTIVE
CARD02112,C02112,Amex,Classic,200000000,ACTIVE
CARD02113,C02113,MasterCard,Infinite,20000000,ACTIVE
CARD02114,C02114,JCB,Gold,200000000,ACTIVE
CARD02115,C02115,VISA,Classic,10000000,ACTIVE
CARD02116,C02116,JCB,Gold,200000000,ACTIVE
CARD02117,C02117,MasterCard,Classic,100000000,ACTIVE
CARD02118,C02118,Amex,Platinum,20000000,ACTIVE
CARD02119,C02119,JCB,Gold,100000000,ACTIVE
CARD02120,C02120,VISA,Platinum,50000000,ACTIVE
CARD02121,C02121,MasterCard,Infinite,30000000,ACTIVE
CARD02122,C02122,VISA,Classic,10000000,ACTIVE
CARD02123,C02123,Amex,Gold,100000000,ACTIVE
CARD02124,C02124,JCB,Classic,10000000,ACTIVE
CARD02125,C02125,MasterCard,Gold,10000000,ACTIVE
CARD02126,C02126,MasterCard,Gold,100000000,ACTIVE
CARD02127,C02127,VISA,Infinite,500000000,ACTIVE
CARD02128,C02128,JCB,Infinite,200000000,ACTIVE
CARD02129,C02129,MasterCard,Classic,10000000,ACTIVE
CARD02130,C02130,Amex,Infinite,20000000,ACTIVE
CARD02131,C02131,MasterCard,Gold,500000000,ACTIVE
CARD02132,C02132,JCB,Classic,200000000,ACTIVE
CARD02133,C02133,Amex,Platinum,10000000,ACTIVE
CARD02134,C02134,VISA,Platinum,30000000,ACTIVE
CARD02135,C02135,VISA,Infinite,50000000,ACTIVE
CARD02136,C02136,MasterCard,Infinite,50000000,ACTIVE
CARD02137,C02137,Amex,Gold,30000000,ACTIVE
CARD02138,C02138,VISA,Classic,200000000,ACTIVE
CARD02139,C02139,JCB,Platinum,500000000,ACTIVE
CARD02140,C02140,JCB,Gold,10000000,ACTIVE
CARD02141,C02141,Amex,Classic,200000000,ACTIVE
CARD02142,C02142,JCB,Classic,50000000,ACTIVE
CARD02143,C02143,MasterCard,Platinum,100000000,ACTIVE
CARD02144,C02144,Amex,Platinum,50000000,ACTIVE
CARD02145,C02145,MasterCard,Platinum,20000000,ACTIVE
CARD02146,C02146,Amex,Classic,30000000,ACTIVE
CARD02147,C02147,VISA,Platinum,10000000,ACTIVE
CARD02148,C02148,MasterCard,Platinum,200000000,ACTIVE
CARD02149,C02149,JCB,Platinum,30000000,ACTIVE
CARD02150,C02150,VISA,Platinum,500000000,BLOCKED
CARD02151,C02151,Amex,Infinite,100000000,ACTIVE
CARD02152,C02152,MasterCard,Gold,50000000,ACTIVE
CARD02153,C02153,MasterCard,Infinite,30000000,ACTIVE
CARD02154,C02154,VISA,Classic,100000000,ACTIVE
CARD02155,C02155,MasterCard,Gold,500000000,ACTIVE
CARD02156,C02156,JCB,Gold,20000000,ACTIVE
CARD02157,C02157,VISA,Gold,20000000,ACTIVE
CARD02158,C02158,Amex,Platinum,10000000,ACTIVE
CARD02159,C02159,VISA,Infinite,50000000,ACTIVE
CARD02160,C02160,JCB,Classic,30000000,BLOCKED
CARD02161,C02161,Amex,Classic,30000000,ACTIVE
CARD02162,C02162,MasterCard,Infinite,20000000,ACTIVE
CARD02163,C02163,MasterCard,Gold,30000000,BLOCKED
CARD02164,C02164,VISA,Platinum,50000000,ACTIVE
CARD02165,C02165,JCB,Classic,50000000,ACTIVE
CARD02166,C02166,MasterCard,Classic,100000000,ACTIVE
CARD02167,C02167,JCB,Gold,10000000,ACTIVE
CARD02168,C02168,Amex,Gold,20000000,ACTIVE
CARD02169,C02169,VISA,Infinite,30000000,ACTIVE
CARD02170,C02170,JCB,Infinite,30000000,ACTIVE
CARD02171,C02171,Amex,Classic,10000000,ACTIVE
CARD02172,C02172,Amex,Gold,500000000,ACTIVE
CARD02173,C02173,JCB,Classic,200000000,BLOCKED
CARD02174,C02174,VISA,Infinite,20000000,ACTIVE
CARD02175,C02175,VISA,Platinum,200000000,ACTIVE
CARD02176,C02176,VISA,Gold,30000000,ACTIVE
CARD02177,C02177,Amex,Classic,500000000,ACTIVE
CARD02178,C02178,VISA,Platinum,200000000,BLOCKED
CARD02179,C02179,JCB,Gold,50000000,ACTIVE
CARD02180,C02180,Amex,Infinite,100000000,ACTIVE
CARD02181,C02181,VISA,Gold,20000000,ACTIVE
CARD02182,C02182,MasterCard,Classic,500000000,ACTIVE
CARD02183,C02183,JCB,Classic,30000000,ACTIVE
CARD02184,C02184,MasterCard,Classic,20000000,ACTIVE
CARD02185,C02185,Amex,Platinum,10000000,ACTIVE
CARD02186,C02186,Amex,Classic,200000000,ACTIVE
CARD02187,C02187,VISA,Gold,30000000,ACTIVE
CARD02188,C02188,VISA,Platinum,200000000,BLOCKED
CARD02189,C02189,JCB,Classic,500000000,ACTIVE
CARD02190,C02190,Amex,Infinite,500000000,ACTIVE
CARD02191,C02191,MasterCard,Infinite,20000000,BLOCKED
CARD02192,C02192,Amex,Infinite,20000000,ACTIVE
CARD02193,C02193,VISA,Infinite,30000000,ACTIVE
CARD02194,C02194,MasterCard,Infinite,50000000,ACTIVE
CARD02195,C02195,VISA,Classic,500000000,ACTIVE
CARD02196,C02196,Amex,Infinite,10000000,ACTIVE
CARD02197,C02197,Amex,Classic,20000000,ACTIVE
CARD02198,C02198,MasterCard,Classic,500000000,ACTIVE
CARD02199,C02199,VISA,Platinum,20000000,ACTIVE
CARD02200,C02200,Amex,Platinum,100000000,ACTIVE
CARD02201,C02201,VISA,Platinum,500000000,ACTIVE
CARD02202,C02202,Amex,Infinite,30000000,ACTIVE
CARD02203,C02203,MasterCard,Gold,100000000,ACTIVE
CARD02204,C02204,MasterCard,Platinum,200000000,ACTIVE
CARD02205,C02205,Amex,Gold,500000000,ACTIVE
CARD02206,C02206,Amex,Infinite,100000000,ACTIVE
CARD02207,C02207,Amex,Infinite,200000000,ACTIVE
CARD02208,C02208,Amex,Platinum,100000000,ACTIVE
CARD02209,C02209,MasterCard,Platinum,50000000,ACTIVE
CARD02210,C02210,MasterCard,Classic,100000000,ACTIVE
CARD02211,C02211,Amex,Infinite,200000000,ACTIVE
CARD02212,C02212,JCB,Platinum,500000000,ACTIVE
CARD02213,C02213,MasterCard,Platinum,10000000,ACTIVE
CARD02214,C02214,Amex,Platinum,10000000,ACTIVE
CARD02215,C02215,VISA,Classic,20000000,ACTIVE
CARD02216,C02216,JCB,Classic,20000000,ACTIVE
CARD02217,C02217,MasterCard,Infinite,200000000,ACTIVE
CARD02218,C02218,VISA,Infinite,30000000,ACTIVE
CARD02219,C02219,MasterCard,Gold,100000000,ACTIVE
CARD02220,C02220,Amex,Classic,50000000,ACTIVE
CARD02221,C02221,VISA,Classic,50000000,ACTIVE
CARD02222,C02222,JCB,Classic,20000000,ACTIVE
CARD02223,C02223,VISA,Platinum,10000000,ACTIVE
CARD02224,C02224,JCB,Classic,50000000,ACTIVE
CARD02225,C02225,JCB,Infinite,500000000,ACTIVE
CARD02226,C02226,Amex,Infinite,500000000,ACTIVE
CARD02227,C02227,VISA,Platinum,500000000,ACTIVE
CARD02228,C02228,Amex,Platinum,500000000,ACTIVE
CARD02229,C02229,JCB,Gold,500000000,ACTIVE
CARD02230,C02230,MasterCard,Platinum,30000000,ACTIVE
CARD02231,C02231,VISA,Platinum,30000000,ACTIVE
CARD02232,C02232,MasterCard,Classic,500000000,ACTIVE
CARD02233,C02233,VISA,Gold,100000000,BLOCKED
CARD02234,C02234,JCB,Classic,30000000,BLOCKED
CARD02235,C02235,Amex,Gold,50000000,ACTIVE
CARD02236,C02236,JCB,Gold,20000000,ACTIVE
CARD02237,C02237,Amex,Classic,30000000,ACTIVE
CARD02238,C02238,Amex,Platinum,500000000,ACTIVE
CARD02239,C02239,Amex,Infinite,10000000,ACTIVE
CARD02240,C02240,MasterCard,Infinite,30000000,ACTIVE
CARD02241,C02241,VISA,Platinum,10000000,ACTIVE
CARD02242,C02242,MasterCard,Gold,10000000,ACTIVE
CARD02243,C02243,JCB,Classic,500000000,ACTIVE
CARD02244,C02244,Amex,Classic,500000000,ACTIVE
CARD02245,C02245,JCB,Gold,30000000,ACTIVE
CARD02246,C02246,VISA,Infinite,200000000,ACTIVE
CARD02247,C02247,MasterCard,Classic,500000000,ACTIVE
CARD02248,C02248,Amex,Classic,200000000,ACTIVE
CARD02249,C02249,MasterCard,Infinite,10000000,ACTIVE
CARD02250,C02250,MasterCard,Classic,20000000,ACTIVE
CARD02251,C02251,VISA,Gold,30000000,ACTIVE
CARD02252,C02252,Amex,Gold,20000000,ACTIVE
CARD02253,C02253,MasterCard,Gold,500000000,ACTIVE
CARD02254,C02254,Amex,Infinite,30000000,ACTIVE
CARD02255,C02255,VISA,Infinite,500000000,ACTIVE
CARD02256,C02256,VISA,Platinum,30000000,ACTIVE
CARD02257,C02257,MasterCard,Gold,10000000,ACTIVE
CARD02258,C02258,Amex,Platinum,10000000,ACTIVE
CARD02259,C02259,VISA,Infinite,20000000,ACTIVE
CARD02260,C02260,Amex,Gold,100000000,ACTIVE
CARD02261,C02261,MasterCard,Platinum,200000000,ACTIVE
CARD02262,C02262,Amex,Classic,100000000,BLOCKED
CARD02263,C02263,MasterCard,Classic,50000000,ACTIVE
CARD02264,C02264,MasterCard,Platinum,100000000,ACTIVE
CARD02265,C02265,MasterCard,Platinum,100000000,ACTIVE
CARD02266,C02266,JCB,Infinite,500000000,ACTIVE
CARD02267,C02267,VISA,Gold,100000000,ACTIVE
CARD02268,C02268,JCB,Gold,10000000,ACTIVE
CARD02269,C02269,Amex,Infinite,200000000,ACTIVE
CARD02270,C02270,MasterCard,Infinite,100000000,ACTIVE
CARD02271,C02271,VISA,Platinum,10000000,ACTIVE
CARD02272,C02272,VISA,Gold,50000000,ACTIVE
CARD02273,C02273,VISA,Gold,50000000,ACTIVE
CARD02274,C02274,JCB,Platinum,500000000,ACTIVE
CARD02275,C02275,MasterCard,Platinum,50000000,ACTIVE
CARD02276,C02276,Amex,Classic,30000000,ACTIVE
CARD02277,C02277,VISA,Infinite,50000000,ACTIVE
CARD02278,C02278,Amex,Classic,100000000,BLOCKED
CARD02279,C02279,Amex,Infinite,500000000,ACTIVE
CARD02280,C02280,JCB,Classic,100000000,ACTIVE
CARD02281,C02281,Amex,Classic,50000000,ACTIVE
CARD02282,C02282,Amex,Classic,20000000,ACTIVE
CARD02283,C02283,JCB,Classic,20000000,ACTIVE
CARD02284,C02284,Amex,Infinite,50000000,ACTIVE
CARD02285,C02285,VISA,Gold,100000000,ACTIVE
CARD02286,C02286,JCB,Infinite,100000000,ACTIVE
CARD02287,C02287,JCB,Platinum,200000000,ACTIVE
CARD02288,C02288,MasterCard,Infinite,20000000,ACTIVE
CARD02289,C02289,VISA,Classic,20000000,ACTIVE
CARD02290,C02290,JCB,Gold,500000000,ACTIVE
CARD02291,C02291,VISA,Classic,500000000,ACTIVE
CARD02292,C02292,VISA,Infinite,100000000,ACTIVE
CARD02293,C02293,VISA,Platinum,10000000,ACTIVE
CARD02294,C02294,MasterCard,Gold,30000000,ACTIVE
CARD02295,C02295,MasterCard,Gold,10000000,BLOCKED
CARD02296,C02296,JCB,Gold,10000000,ACTIVE
CARD02297,C02297,JCB,Infinite,20000000,ACTIVE
CARD02298,C02298,Amex,Classic,30000000,ACTIVE
CARD02299,C02299,MasterCard,Classic,200000000,ACTIVE
CARD02300,C02300,JCB,Platinum,100000000,BLOCKED
CARD02301,C02301,VISA,Platinum,10000000,ACTIVE
CARD02302,C02302,Amex,Gold,10000000,ACTIVE
CARD02303,C02303,JCB,Gold,200000000,ACTIVE
CARD02304,C02304,JCB,Classic,200000000,ACTIVE
CARD02305,C02305,MasterCard,Gold,50000000,ACTIVE
CARD02306,C02306,Amex,Infinite,100000000,ACTIVE
CARD02307,C02307,JCB,Gold,10000000,ACTIVE
CARD02308,C02308,MasterCard,Classic,200000000,ACTIVE
CARD02309,C02309,MasterCard,Platinum,50000000,ACTIVE
CARD02310,C02310,VISA,Infinite,100000000,ACTIVE
CARD02311,C02311,MasterCard,Platinum,100000000,ACTIVE
CARD02312,C02312,Amex,Platinum,20000000,ACTIVE
CARD02313,C02313,MasterCard,Gold,20000000,BLOCKED
CARD02314,C02314,JCB,Classic,10000000,ACTIVE
CARD02315,C02315,Amex,Gold,500000000,ACTIVE
CARD02316,C02316,JCB,Platinum,30000000,ACTIVE
CARD02317,C02317,JCB,Gold,10000000,ACTIVE
CARD02318,C02318,Amex,Gold,100000000,ACTIVE
CARD02319,C02319,MasterCard,Gold,500000000,ACTIVE
CARD02320,C02320,VISA,Gold,200000000,ACTIVE
CARD02321,C02321,JCB,Infinite,30000000,ACTIVE
CARD02322,C02322,JCB,Classic,500000000,ACTIVE
CARD02323,C02323,MasterCard,Platinum,200000000,ACTIVE
CARD02324,C02324,VISA,Classic,10000000,ACTIVE
CARD02325,C02325,VISA,Classic,30000000,ACTIVE
CARD02326,C02326,Amex,Platinum,20000000,ACTIVE
CARD02327,C02327,MasterCard,Gold,500000000,ACTIVE
CARD02328,C02328,VISA,Infinite,200000000,ACTIVE
CARD02329,C02329,Amex,Gold,10000000,ACTIVE
CARD02330,C02330,VISA,Platinum,10000000,ACTIVE
CARD02331,C02331,JCB,Gold,500000000,ACTIVE
CARD02332,C02332,MasterCard,Gold,10000000,ACTIVE
CARD02333,C02333,MasterCard,Gold,10000000,ACTIVE
CARD02334,C02334,VISA,Classic,500000000,ACTIVE
CARD02335,C02335,VISA,Gold,20000000,ACTIVE
CARD02336,C02336,Amex,Platinum,20000000,ACTIVE
CARD02337,C02337,VISA,Gold,50000000,ACTIVE
CARD02338,C02338,Amex,Classic,500000000,ACTIVE
CARD02339,C02339,MasterCard,Gold,200000000,ACTIVE
CARD02340,C02340,VISA,Gold,30000000,ACTIVE
CARD02341,C02341,MasterCard,Classic,50000000,ACTIVE
CARD02342,C02342,Amex,Platinum,20000000,ACTIVE
CARD02343,C02343,Amex,Gold,100000000,ACTIVE
CARD02344,C02344,JCB,Classic,30000000,ACTIVE
CARD02345,C02345,MasterCard,Platinum,30000000,ACTIVE
CARD02346,C02346,MasterCard,Infinite,500000000,ACTIVE
CARD02347,C02347,Amex,Infinite,100000000,ACTIVE
CARD02348,C02348,JCB,Gold,200000000,ACTIVE
CARD02349,C02349,JCB,Platinum,100000000,ACTIVE
CARD02350,C02350,MasterCard,Classic,50000000,ACTIVE
CARD02351,C02351,Amex,Gold,10000000,ACTIVE
CARD02352,C02352,Amex,Infinite,50000000,ACTIVE
CARD02353,C02353,VISA,Gold,500000000,ACTIVE
CARD02354,C02354,VISA,Gold,100000000,ACTIVE
CARD02355,C02355,VISA,Platinum,20000000,ACTIVE
CARD02356,C02356,JCB,Gold,10000000,ACTIVE
CARD02357,C02357,Amex,Infinite,50000000,ACTIVE
CARD02358,C02358,JCB,Classic,200000000,ACTIVE
CARD02359,C02359,JCB,Classic,50000000,ACTIVE
CARD02360,C02360,MasterCard,Classic,10000000,ACTIVE
CARD02361,C02361,MasterCard,Classic,500000000,ACTIVE
CARD02362,C02362,VISA,Classic,200000000,BLOCKED
CARD02363,C02363,JCB,Infinite,50000000,ACTIVE
CARD02364,C02364,Amex,Platinum,30000000,ACTIVE
CARD02365,C02365,JCB,Infinite,200000000,ACTIVE
CARD02366,C02366,MasterCard,Classic,20000000,ACTIVE
CARD02367,C02367,JCB,Platinum,30000000,ACTIVE
CARD02368,C02368,MasterCard,Classic,50000000,ACTIVE
CARD02369,C02369,VISA,Infinite,100000000,ACTIVE
CARD02370,C02370,VISA,Gold,20000000,ACTIVE
CARD02371,C02371,VISA,Gold,500000000,ACTIVE
CARD02372,C02372,MasterCard,Classic,30000000,ACTIVE
CARD02373,C02373,Amex,Platinum,30000000,ACTIVE
CARD02374,C02374,VISA,Classic,20000000,ACTIVE
CARD02375,C02375,MasterCard,Gold,50000000,ACTIVE
CARD02376,C02376,Amex,Gold,50000000,ACTIVE
CARD02377,C02377,VISA,Infinite,500000000,ACTIVE
CARD02378,C02378,VISA,Classic,20000000,ACTIVE
CARD02379,C02379,VISA,Classic,50000000,ACTIVE
CARD02380,C02380,JCB,Platinum,200000000,ACTIVE
CARD02381,C02381,Amex,Infinite,50000000,ACTIVE
CARD02382,C02382,Amex,Classic,50000000,ACTIVE
CARD02383,C02383,VISA,Classic,30000000,ACTIVE
CARD02384,C02384,VISA,Classic,500000000,ACTIVE
CARD02385,C02385,VISA,Classic,100000000,ACTIVE
CARD02386,C02386,MasterCard,Gold,30000000,ACTIVE
CARD02387,C02387,MasterCard,Gold,500000000,ACTIVE
CARD02388,C02388,VISA,Gold,500000000,ACTIVE
CARD02389,C02389,MasterCard,Infinite,10000000,ACTIVE
CARD02390,C02390,JCB,Platinum,500000000,ACTIVE
CARD02391,C02391,JCB,Platinum,100000000,ACTIVE
CARD02392,C02392,Amex,Platinum,50000000,ACTIVE
CARD02393,C02393,VISA,Classic,50000000,ACTIVE
CARD02394,C02394,Amex,Classic,50000000,ACTIVE
CARD02395,C02395,JCB,Infinite,10000000,ACTIVE
CARD02396,C02396,VISA,Classic,10000000,ACTIVE
CARD02397,C02397,VISA,Gold,20000000,ACTIVE
CARD02398,C02398,Amex,Platinum,50000000,ACTIVE
CARD02399,C02399,VISA,Platinum,50000000,ACTIVE
CARD02400,C02400,Amex,Infinite,50000000,ACTIVE
CARD02401,C02401,Amex,Gold,500000000,ACTIVE
CARD02402,C02402,Amex,Infinite,30000000,ACTIVE
CARD02403,C02403,Amex,Gold,20000000,ACTIVE
CARD02404,C02404,VISA,Platinum,10000000,ACTIVE
CARD02405,C02405,JCB,Platinum,20000000,ACTIVE
CARD02406,C02406,VISA,Platinum,50000000,BLOCKED
CARD02407,C02407,VISA,Platinum,30000000,ACTIVE
CARD02408,C02408,Amex,Gold,30000000,ACTIVE
CARD02409,C02409,JCB,Infinite,500000000,ACTIVE
