ACCOUNT_ID,CUSTOMER_ID,BALANCE,ACCOUNT_STATUS
ACC01790,C01790,35100000,ACTIVE
ACC01791,C01791,381600000,ACTIVE
ACC01792,C01792,444500000,CLOSED
ACC01793,C01793,479600000,ACTIVE
ACC01794,C01794,222700000,ACTIVE
ACC01795,C01795,387700000,ACTIVE
ACC01796,C01796,180600000,ACTIVE
ACC01797,C01797,124600000,ACTIVE
ACC01798,C01798,16900000,ACTIVE
ACC01799,C01799,282100000,ACTIVE
ACC01800,C01800,117300000,ACTIVE
ACC01801,C01801,177400000,ACTIVE
ACC01802,C01802,47100000,ACTIVE
ACC01803,C01803,217100000,ACTIVE
ACC01804,C01804,422500000,BLOCKED
ACC01805,C01805,79900000,ACTIVE
ACC01806,C01806,199500000,ACTIVE
ACC01807,C01807,270100000,ACTIVE
ACC01808,C01808,34100000,ACTIVE
ACC01809,C01809,103200000,ACTIVE
ACC01810,C01810,4200000,ACTIVE
ACC01811,C01811,123400000,ACTIVE
ACC01812,C01812,181300000,ACTIVE
ACC01813,C01813,329800000,ACTIVE
ACC01814,C01814,117600000,ACTIVE
ACC01815,C01815,34500000,ACTIVE
ACC01816,C01816,494100000,ACTIVE
ACC01817,C01817,399800000,ACTIVE
ACC01818,C01818,222900000,ACTIVE
ACC01819,C01819,381300000,CLOSED
ACC01820,C01820,86300000,ACTIVE
ACC01821,C01821,283100000,ACTIVE
ACC01822,C01822,402100000,ACTIVE
ACC01823,C01823,325600000,ACTIVE
ACC01824,C01824,48400000,ACTIVE
ACC01825,C01825,316500000,ACTIVE
ACC01826,C01826,140900000,ACTIVE
ACC01827,C01827,439100000,ACTIVE
ACC01828,C01828,111600000,ACTIVE
ACC01829,C01829,25600000,CLOSED
ACC01830,C01830,113400000,ACTIVE
ACC01831,C01831,451200000,ACTIVE
ACC01832,C01832,117300000,ACTIVE
ACC01833,C01833,377200000,ACTIVE
ACC01834,C01834,358800000,ACTIVE
ACC01835,C01835,193200000,BLOCKED
ACC01836,C01836,68500000,ACTIVE
ACC01837,C01837,80500000,ACTIVE
ACC01838,C01838,91900000,ACTIVE
ACC01839,C01839,97900000,ACTIVE
ACC01840,C01840,485700000,ACTIVE
ACC01841,C01841,449900000,ACTIVE
ACC01842,C01842,133800000,ACTIVE
ACC01843,C01843,208700000,ACTIVE
ACC01844,C01844,112000000,BLOCKED
ACC01845,C01845,163700000,ACTIVE
ACC01846,C01846,168300000,ACTIVE
ACC01847,C01847,496100000,ACTIVE
ACC01848,C01848,410400000,ACTIVE
ACC01849,C01849,309400000,ACTIVE
ACC01850,C01850,323800000,ACTIVE
ACC01851,C01851,155800000,ACTIVE
ACC01852,C01852,101300000,ACTIVE
ACC01853,C01853,440400000,BLOCKED
ACC01854,C01854,11500000,ACTIVE
ACC01855,C01855,497500000,ACTIVE
ACC01856,C01856,317700000,ACTIVE
ACC01857,C01857,428000000,ACTIVE
ACC01858,C01858,221100000,ACTIVE
ACC01859,C01859,489000000,ACTIVE
ACC01860,C01860,141200000,ACTIVE
ACC01861,C01861,341000000,ACTIVE
ACC01862,C01862,135900000,ACTIVE
ACC01863,C01863,39700000,ACTIVE
ACC01864,C01864,348100000,ACTIVE
ACC01865,C01865,471900000,ACTIVE
ACC01866,C01866,276000000,ACTIVE
ACC01867,C01867,395200000,ACTIVE
ACC01868,C01868,481600000,ACTIVE
ACC01869,C01869,402800000,ACTIVE
ACC01870,C01870,127000000,ACTIVE
ACC01871,C01871,89900000,BLOCKED
ACC01872,C01872,102600000,ACTIVE
ACC01873,C01873,58700000,ACTIVE
ACC01874,C01874,361900000,ACTIVE
ACC01875,C01875,373100000,ACTIVE
ACC01876,C01876,375000000,ACTIVE
ACC01877,C01877,3000000,ACTIVE
ACC01878,C01878,428100000,ACTIVE
ACC01879,C01879,54200000,ACTIVE
ACC01880,C01880,7900000,ACTIVE
ACC01881,C01881,130800000,ACTIVE
ACC01882,C01882,468200000,ACTIVE
ACC01883,C01883,426800000,CLOSED
ACC01884,C01884,484600000,ACTIVE
ACC01885,C01885,10400000,BLOCKED
ACC01886,C01886,320900000,ACTIVE
ACC01887,C01887,212600000,ACTIVE
ACC01888,C01888,193300000,ACTIVE
ACC01889,C01889,251700000,ACTIVE
ACC01890,C01890,234200000,ACTIVE
ACC01891,C01891,498600000,ACTIVE
ACC01892,C01892,132700000,ACTIVE
ACC01893,C01893,315900000,ACTIVE
ACC01894,C01894,447200000,ACTIVE
ACC01895,C01895,245300000,ACTIVE
ACC01896,C01896,50600000,ACTIVE
ACC01897,C01897,317800000,ACTIVE
ACC01898,C01898,63500000,ACTIVE
ACC01899,C01899,249600000,ACTIVE
ACC01900,C01900,350700000,ACTIVE
ACC01901,C01901,399900000,ACTIVE
ACC01902,C01902,444500000,ACTIVE
ACC01903,C01903,130900000,ACTIVE
ACC01904,C01904,275900000,ACTIVE
ACC01905,C01905,314300000,ACTIVE
ACC01906,C01906,270500000,ACTIVE
ACC01907,C01907,308600000,ACTIVE
ACC01908,C01908,481900000,ACTIVE
ACC01909,C01909,293100000,ACTIVE
ACC01910,C01910,37200000,ACTIVE
ACC01911,C01911,143100000,ACTIVE
ACC01912,C01912,267300000,ACTIVE
ACC01913,C01913,237500000,ACTIVE
ACC01914,C01914,121600000,ACTIVE
ACC01915,C01915,497800000,ACTIVE
ACC01916,C01916,108000000,ACTIVE
ACC01917,C01917,279500000,ACTIVE
ACC01918,C01918,60200000,ACTIVE
ACC01919,C01919,367100000,ACTIVE
ACC01920,C01920,404400000,ACTIVE
ACC01921,C01921,493800000,ACTIVE
ACC01922,C01922,471800000,ACTIVE
ACC01923,C01923,73800000,ACTIVE
ACC01924,C01924,222400000,ACTIVE
ACC01925,C01925,266300000,ACTIVE
ACC01926,C01926,293300000,CLOSED
ACC01927,C01927,248500000,ACTIVE
ACC01928,C01928,255900000,ACTIVE
ACC01929,C01929,344000000,ACTIVE
ACC01930,C01930,339800000,ACTIVE
ACC01931,C01931,344200000,ACTIVE
ACC01932,C01932,237300000,BLOCKED
ACC01933,C01933,142200000,ACTIVE
ACC01934,C01934,157600000,ACTIVE
ACC01935,C01935,109900000,ACTIVE
ACC01936,C01936,20800000,ACTIVE
ACC01937,C01937,414500000,ACTIVE
ACC01938,C01938,16300000,ACTIVE
ACC01939,C01939,128000000,ACTIVE
ACC01940,C01940,3700000,ACTIVE
ACC01941,C01941,379100000,ACTIVE
ACC01942,C01942,143900000,ACTIVE
ACC01943,C01943,295800000,ACTIVE
ACC01944,C01944,482600000,ACTIVE
ACC01945,C01945,295300000,ACTIVE
ACC01946,C01946,265800000,ACTIVE
ACC01947,C01947,80400000,ACTIVE
ACC01948,C01948,198400000,ACTIVE
ACC01949,C01949,101400000,ACTIVE
ACC01950,C01950,374600000,ACTIVE
ACC01951,C01951,358300000,ACTIVE
ACC01952,C01952,183000000,ACTIVE
ACC01953,C01953,348000000,ACTIVE
ACC01954,C01954,486800000,ACTIVE
ACC01955,C01955,456900000,CLOSED
ACC01956,C01956,377400000,ACTIVE
ACC01957,C01957,16400000,ACTIVE
ACC01958,C01958,173000000,ACTIVE
ACC01959,C01959,24700000,ACTIVE
ACC01960,C01960,441600000,ACTIVE
ACC01961,C01961,90400000,ACTIVE
ACC01962,C01962,475400000,ACTIVE
ACC01963,C01963,372700000,ACTIVE
ACC01964,C01964,100500000,ACTIVE
ACC01965,C01965,457500000,ACTIVE
ACC01966,C01966,186800000,ACTIVE
ACC01967,C01967,335700000,ACTIVE
ACC01968,C01968,19600000,ACTIVE
ACC01969,C01969,73700000,ACTIVE
ACC01970,C01970,66500000,ACTIVE
ACC01971,C01971,85200000,ACTIVE
ACC01972,C01972,137300000,ACTIVE
ACC01973,C01973,105100000,ACTIVE
ACC01974,C01974,248500000,BLOCKED
ACC01975,C01975,125900000,ACTIVE
ACC01976,C01976,450700000,ACTIVE
ACC01977,C01977,387000000,ACTIVE
ACC01978,C01978,226100000,ACTIVE
ACC01979,C01979,284500000,ACTIVE
ACC01980,C01980,40000000,ACTIVE
ACC01981,C01981,425800000,ACTIVE
ACC01982,C01982,314500000,ACTIVE
ACC01983,C01983,95100000,ACTIVE
ACC01984,C01984,99500000,ACTIVE
ACC01985,C01985,233200000,ACTIVE
ACC01986,C01986,48500000,ACTIVE
ACC01987,C01987,433100000,CLOSED
ACC01988,C01988,132400000,ACTIVE
ACC01989,C01989,282500000,ACTIVE
ACC01990,C01990,40500000,ACTIVE
ACC01991,C01991,497700000,ACTIVE
ACC01992,C01992,367100000,ACTIVE
ACC01993,C01993,166000000,ACTIVE
ACC01994,C01994,358300000,ACTIVE
ACC01995,C01995,159500000,ACTIVE
ACC01996,C01996,275100000,ACTIVE
ACC01997,C01997,201100000,ACTIVE
ACC01998,C01998,29200000,ACTIVE
ACC01999,C01999,349100000,ACTIVE
ACC02000,C02000,306100000,ACTIVE
ACC02001,C02001,470500000,ACTIVE
ACC02002,C02002,96700000,ACTIVE
ACC02003,C02003,256300000,ACTIVE
ACC02004,C02004,248600000,ACTIVE
ACC02005,C02005,411100000,BLOCKED
ACC02006,C02006,478400000,ACTIVE
ACC02007,C02007,377200000,BLOCKED
ACC02008,C02008,149700000,ACTIVE
ACC02009,C02009,263400000,ACTIVE
ACC02010,C02010,441400000,ACTIVE
ACC02011,C02011,5700000,ACTIVE
ACC02012,C02012,156300000,ACTIVE
ACC02013,C02013,186000000,ACTIVE
ACC02014,C02014,244400000,ACTIVE
ACC02015,C02015,236200000,ACTIVE
ACC02016,C02016,427100000,ACTIVE
ACC02017,C02017,37100000,ACTIVE
ACC02018,C02018,112000000,ACTIVE
ACC02019,C02019,358800000,ACTIVE
ACC02020,C02020,179300000,ACTIVE
ACC02021,C02021,89300000,ACTIVE
ACC02022,C02022,91100000,ACTIVE
ACC02023,C02023,249100000,ACTIVE
ACC02024,C02024,455200000,ACTIVE
ACC02025,C02025,129600000,ACTIVE
ACC02026,C02026,95600000,ACTIVE
ACC02027,C02027,38300000,BLOCKED
ACC02028,C02028,125500000,CLOSED
ACC02029,C02029,47400000,ACTIVE
ACC02030,C02030,499900000,ACTIVE
ACC02031,C02031,350000000,ACTIVE
ACC02032,C02032,263000000,ACTIVE
ACC02033,C02033,453600000,ACTIVE
ACC02034,C02034,129700000,ACTIVE
ACC02035,C02035,486000000,ACTIVE
ACC02036,C02036,308600000,ACTIVE
ACC02037,C02037,389000000,ACTIVE
ACC02038,C02038,109600000,ACTIVE
ACC02039,C02039,417600000,ACTIVE
ACC02040,C02040,166500000,ACTIVE
ACC02041,C02041,281700000,ACTIVE
ACC02042,C02042,64200000,ACTIVE
ACC02043,C02043,309500000,ACTIVE
ACC02044,C02044,357500000,BLOCKED
ACC02045,C02045,132600000,ACTIVE
ACC02046,C02046,106500000,ACTIVE
ACC02047,C02047,232100000,ACTIVE
ACC02048,C02048,161000000,ACTIVE
ACC02049,C02049,244800000,ACTIVE
ACC02050,C02050,342600000,ACTIVE
ACC02051,C02051,172200000,ACTIVE
ACC02052,C02052,435000000,BLOCKED
ACC02053,C02053,12800000,ACTIVE
ACC02054,C02054,379800000,ACTIVE
ACC02055,C02055,401400000,ACTIVE
ACC02056,C02056,364400000,ACTIVE
ACC02057,C02057,245200000,ACTIVE
ACC02058,C02058,401100000,CLOSED
ACC02059,C02059,178600000,ACTIVE
ACC02060,C02060,324900000,ACTIVE
ACC02061,C02061,132700000,ACTIVE
ACC02062,C02062,469400000,CLOSED
ACC02063,C02063,349500000,CLOSED
ACC02064,C02064,170400000,ACTIVE
ACC02065,C02065,471800000,ACTIVE
ACC02066,C02066,163000000,ACTIVE
ACC02067,C02067,62800000,ACTIVE
ACC02068,C02068,116700000,ACTIVE
ACC02069,C02069,348900000,ACTIVE
ACC02070,C02070,83900000,ACTIVE
ACC02071,C02071,136900000,CLOSED
ACC02072,C02072,305600000,ACTIVE
ACC02073,C02073,488300000,CLOSED
ACC02074,C02074,255300000,ACTIVE
ACC02075,C02075,11800000,ACTIVE
ACC02076,C02076,424200000,ACTIVE
ACC02077,C02077,456000000,ACTIVE
ACC02078,C02078,52400000,ACTIVE
ACC02079,C02079,146400000,ACTIVE
ACC02080,C02080,49800000,ACTIVE
ACC02081,C02081,92500000,ACTIVE
ACC02082,C02082,357500000,ACTIVE
ACC02083,C02083,459300000,BLOCKED
ACC02084,C02084,68400000,ACTIVE
ACC02085,C02085,125800000,ACTIVE
ACC02086,C02086,205200000,ACTIVE
ACC02087,C02087,157800000,ACTIVE
ACC02088,C02088,297100000,ACTIVE
ACC02089,C02089,147500000,ACTIVE
ACC02090,C02090,33400000,ACTIVE
ACC02091,C02091,361800000,ACTIVE
ACC02092,C02092,217200000,ACTIVE
ACC02093,C02093,130200000,ACTIVE
ACC02094,C02094,231600000,ACTIVE
ACC02095,C02095,186400000,ACTIVE
ACC02096,C02096,421200000,BLOCKED
ACC02097,C02097,108300000,ACTIVE
ACC02098,C02098,411500000,ACTIVE
ACC02099,C02099,491200000,ACTIVE
ACC02100,C02100,216400000,ACTIVE
ACC02101,C02101,437200000,ACTIVE
ACC02102,C02102,231400000,ACTIVE
ACC02103,C02103,258200000,ACTIVE
ACC02104,C02104,164400000,ACTIVE
ACC02105,C02105,411600000,ACTIVE
ACC02106,C02106,88100000,ACTIVE
ACC02107,C02107,74500000,ACTIVE
ACC02108,C02108,187600000,ACTIVE
ACC02109,C02109,71300000,ACTIVE
ACC02110,C02110,493300000,ACTIVE
ACC02111,C02111,277200000,ACTIVE
ACC02112,C02112,154200000,ACTIVE
ACC02113,C02113,151500000,ACTIVE
ACC02114,C02114,223100000,CLOSED
ACC02115,C02115,58300000,ACTIVE
ACC02116,C02116,244700000,ACTIVE
ACC02117,C02117,402000000,ACTIVE
ACC02118,C02118,259900000,ACTIVE
ACC02119,C02119,412700000,ACTIVE
ACC02120,C02120,128600000,ACTIVE
ACC02121,C02121,94100000,ACTIVE
ACC02122,C02122,427900000,ACTIVE
ACC02123,C02123,380200000,ACTIVE
ACC02124,C02124,73800000,ACTIVE
ACC02125,C02125,292000000,ACTIVE
ACC02126,C02126,253800000,ACTIVE
ACC02127,C02127,54900000,BLOCKED
ACC02128,C02128,359900000,ACTIVE
ACC02129,C02129,108700000,ACTIVE
ACC02130,C02130,28900000,BLOCKED
ACC02131,C02131,402900000,ACTIVE
ACC02132,C02132,252300000,ACTIVE
ACC02133,C02133,333100000,ACTIVE
ACC02134,C02134,409300000,ACTIVE
ACC02135,C02135,15900000,ACTIVE
ACC02136,C02136,332400000,ACTIVE
ACC02137,C02137,186600000,ACTIVE
ACC02138,C02138,441400000,ACTIVE
ACC02139,C02139,273100000,ACTIVE
ACC02140,C02140,412200000,ACTIVE
ACC02141,C02141,298700000,ACTIVE
ACC02142,C02142,88200000,ACTIVE
ACC02143,C02143,148300000,ACTIVE
ACC02144,C02144,393800000,ACTIVE
ACC02145,C02145,218800000,BLOCKED
ACC02146,C02146,208700000,ACTIVE
ACC02147,C02147,471500000,ACTIVE
ACC02148,C02148,175700000,ACTIVE
ACC02149,C02149,198400000,ACTIVE
ACC02150,C02150,160200000,ACTIVE
ACC02151,C02151,106800000,BLOCKED
ACC02152,C02152,133000000,ACTIVE
ACC02153,C02153,380200000,ACTIVE
ACC02154,C02154,30900000,ACTIVE
ACC02155,C02155,475900000,ACTIVE
ACC02156,C02156,394000000,ACTIVE
ACC02157,C02157,495300000,ACTIVE
ACC02158,C02158,310400000,ACTIVE
ACC02159,C02159,277800000,ACTIVE
ACC02160,C02160,351500000,ACTIVE
ACC02161,C02161,281000000,ACTIVE
ACC02162,C02162,60700000,ACTIVE
ACC02163,C02163,14900000,ACTIVE
ACC02164,C02164,497500000,ACTIVE
ACC02165,C02165,334600000,ACTIVE
ACC02166,C02166,168100000,BLOCKED
ACC02167,C02167,113300000,ACTIVE
ACC02168,C02168,68200000,ACTIVE
ACC02169,C02169,405700000,CLOSED
ACC02170,C02170,31900000,ACTIVE
ACC02171,C02171,333900000,ACTIVE
ACC02172,C02172,190800000,ACTIVE
ACC02173,C02173,3600000,CLOSED
ACC02174,C02174,229400000,ACTIVE
ACC02175,C02175,367300000,ACTIVE
ACC02176,C02176,190400000,ACTIVE
ACC02177,C02177,442700000,ACTIVE
ACC02178,C02178,324700000,BLOCKED
ACC02179,C02179,377800000,ACTIVE
ACC02180,C02180,439500000,ACTIVE
ACC02181,C02181,104200000,ACTIVE
ACC02182,C02182,123400000,ACTIVE
ACC02183,C02183,284800000,ACTIVE
ACC02184,C02184,169300000,ACTIVE
ACC02185,C02185,439400000,ACTIVE
ACC02186,C02186,10700000,ACTIVE
ACC02187,C02187,332800000,BLOCKED
ACC02188,C02188,46400000,ACTIVE
ACC02189,C02189,393100000,CLOSED
ACC02190,C02190,458800000,ACTIVE
ACC02191,C02191,222700000,ACTIVE
ACC02192,C02192,221100000,ACTIVE
ACC02193,C02193,11500000,ACTIVE
ACC02194,C02194,108800000,ACTIVE
ACC02195,C02195,196400000,ACTIVE
ACC02196,C02196,366000000,ACTIVE
ACC02197,C02197,168300000,ACTIVE
ACC02198,C02198,343300000,ACTIVE
ACC02199,C02199,336200000,ACTIVE
ACC02200,C02200,316200000,ACTIVE
ACC02201,C02201,34600000,ACTIVE
ACC02202,C02202,71500000,ACTIVE
ACC02203,C02203,454300000,ACTIVE
ACC02204,C02204,5600000,ACTIVE
ACC02205,C02205,231800000,ACTIVE
ACC02206,C02206,97500000,ACTIVE
ACC02207,C02207,364500000,ACTIVE
ACC02208,C02208,51200000,ACTIVE
ACC02209,C02209,34900000,ACTIVE
ACC02210,C02210,311900000,CLOSED
ACC02211,C02211,355500000,ACTIVE
ACC02212,C02212,138500000,ACTIVE
ACC02213,C02213,119300000,ACTIVE
ACC02214,C02214,378500000,ACTIVE
ACC02215,C02215,38700000,ACTIVE
ACC02216,C02216,30700000,ACTIVE
ACC02217,C02217,432300000,ACTIVE
ACC02218,C02218,482700000,ACTIVE
ACC02219,C02219,336200000,ACTIVE
ACC02220,C02220,155000000,ACTIVE
ACC02221,C02221,316000000,ACTIVE
ACC02222,C02222,346900000,ACTIVE
ACC02223,C02223,359600000,ACTIVE
ACC02224,C02224,384100000,ACTIVE
ACC02225,C02225,487000000,ACTIVE
ACC02226,C02226,182800000,ACTIVE
ACC02227,C02227,116200000,ACTIVE
ACC02228,C02228,427000000,ACTIVE
ACC02229,C02229,441400000,ACTIVE
ACC02230,C02230,403900000,BLOCKED
ACC02231,C02231,459300000,ACTIVE
ACC02232,C02232,216400000,ACTIVE
ACC02233,C02233,486400000,BLOCKED
ACC02234,C02234,247100000,ACTIVE
ACC02235,C02235,361100000,ACTIVE
ACC02236,C02236,311300000,ACTIVE
ACC02237,C02237,227800000,ACTIVE
ACC02238,C02238,3400000,ACTIVE
ACC02239,C02239,141500000,CLOSED
ACC02240,C02240,400200000,ACTIVE
ACC02241,C02241,255500000,ACTIVE
ACC02242,C02242,64500000,ACTIVE
ACC02243,C02243,113600000,ACTIVE
ACC02244,C02244,232300000,ACTIVE
ACC02245,C02245,290700000,ACTIVE
ACC02246,C02246,313300000,ACTIVE
ACC02247,C02247,282600000,CLOSED
ACC02248,C02248,38000000,BLOCKED
ACC02249,C02249,168100000,ACTIVE
ACC02250,C02250,321400000,ACTIVE
ACC02251,C02251,197600000,ACTIVE
ACC02252,C02252,147900000,ACTIVE
ACC02253,C02253,456800000,ACTIVE
ACC02254,C02254,412200000,ACTIVE
ACC02255,C02255,211800000,ACTIVE
ACC02256,C02256,467100000,ACTIVE
ACC02257,C02257,400800000,ACTIVE
ACC02258,C02258,339100000,ACTIVE
ACC02259,C02259,428900000,ACTIVE
ACC02260,C02260,185200000,CLOSED
ACC02261,C02261,277400000,ACTIVE
ACC02262,C02262,376900000,ACTIVE
ACC02263,C02263,422000000,ACTIVE
ACC02264,C02264,106100000,ACTIVE
ACC02265,C02265,38400000,ACTIVE
ACC02266,C02266,67200000,ACTIVE
ACC02267,C02267,345800000,ACTIVE
ACC02268,C02268,248400000,ACTIVE
ACC02269,C02269,15300000,ACTIVE
ACC02270,C02270,145500000,ACTIVE
ACC02271,C02271,497000000,ACTIVE
ACC02272,C02272,199500000,ACTIVE
ACC02273,C02273,453700000,ACTIVE
ACC02274,C02274,281600000,ACTIVE
ACC02275,C02275,406800000,ACTIVE
ACC02276,C02276,444600000,ACTIVE
ACC02277,C02277,228700000,ACTIVE
ACC02278,C02278,196400000,ACTIVE
ACC02279,C02279,220000000,ACTIVE
ACC02280,C02280,144600000,ACTIVE
ACC02281,C02281,179700000,ACTIVE
ACC02282,C02282,239600000,ACTIVE
ACC02283,C02283,401500000,ACTIVE
ACC02284,C02284,293700000,ACTIVE
ACC02285,C02285,390400000,ACTIVE
ACC02286,C02286,39900000,ACTIVE
ACC02287,C02287,218700000,BLOCKED
ACC02288,C02288,75200000,ACTIVE
ACC02289,C02289,273800000,ACTIVE
ACC02290,C02290,494200000,BLOCKED
ACC02291,C02291,422000000,ACTIVE
ACC02292,C02292,110500000,ACTIVE
ACC02293,C02293,206700000,ACTIVE
ACC02294,C02294,93200000,ACTIVE
ACC02295,C02295,415300000,ACTIVE
ACC02296,C02296,153300000,ACTIVE
ACC02297,C02297,312600000,CLOSED
ACC02298,C02298,68600000,ACTIVE
ACC02299,C02299,438800000,CLOSED
ACC02300,C02300,415900000,ACTIVE
ACC02301,C02301,280800000,ACTIVE
ACC02302,C02302,478700000,ACTIVE
ACC02303,C02303,271100000,ACTIVE
ACC02304,C02304,139000000,ACTIVE
ACC02305,C02305,25800000,CLOSED
ACC02306,C02306,445500000,ACTIVE
ACC02307,C02307,452600000,ACTIVE
ACC02308,C02308,481600000,ACTIVE
ACC02309,C02309,338400000,ACTIVE
ACC02310,C02310,123200000,ACTIVE
ACC02311,C02311,308700000,ACTIVE
ACC02312,C02312,323300000,CLOSED
ACC02313,C02313,316600000,ACTIVE
ACC02314,C02314,477600000,ACTIVE
ACC02315,C02315,365700000,ACTIVE
ACC02316,C02316,273200000,ACTIVE
ACC02317,C02317,169100000,ACTIVE
ACC02318,C02318,18200000,ACTIVE
ACC02319,C02319,132900000,ACTIVE
ACC02320,C02320,210700000,BLOCKED
ACC02321,C02321,453700000,ACTIVE
ACC02322,C02322,389900000,BLOCKED
ACC02323,C02323,128700000,ACTIVE
ACC02324,C02324,179300000,ACTIVE
ACC02325,C02325,446400000,ACTIVE
ACC02326,C02326,352300000,ACTIVE
ACC02327,C02327,246000000,ACTIVE
ACC02328,C02328,98000000,ACTIVE
ACC02329,C02329,13700000,ACTIVE
ACC02330,C02330,457400000,ACTIVE
ACC02331,C02331,478800000,ACTIVE
ACC02332,C02332,364700000,BLOCKED
ACC02333,C02333,254700000,ACTIVE
ACC02334,C02334,287900000,ACTIVE
ACC02335,C02335,41900000,ACTIVE
ACC02336,C02336,48800000,ACTIVE
ACC02337,C02337,69200000,ACTIVE
ACC02338,C02338,38100000,CLOSED
ACC02339,C02339,61400000,ACTIVE
ACC02340,C02340,354900000,ACTIVE
ACC02341,C02341,323600000,ACTIVE
ACC02342,C02342,29600000,ACTIVE
ACC02343,C02343,385900000,BLOCKED
ACC02344,C02344,201400000,ACTIVE
ACC02345,C02345,389900000,ACTIVE
ACC02346,C02346,77300000,ACTIVE
ACC02347,C02347,218600000,ACTIVE
ACC02348,C02348,308900000,ACTIVE
ACC02349,C02349,219500000,ACTIVE
ACC02350,C02350,247700000,ACTIVE
ACC02351,C02351,219000000,BLOCKED
ACC02352,C02352,310900000,ACTIVE
ACC02353,C02353,63700000,ACTIVE
ACC02354,C02354,392800000,ACTIVE
ACC02355,C02355,127400000,ACTIVE
ACC02356,C02356,206200000,ACTIVE
ACC02357,C02357,457700000,ACTIVE
ACC02358,C02358,7700000,BLOCKED
ACC02359,C02359,368300000,ACTIVE
ACC02360,C02360,351200000,ACTIVE
ACC02361,C02361,63200000,ACTIVE
ACC02362,C02362,103500000,ACTIVE
ACC02363,C02363,163800000,ACTIVE
ACC02364,C02364,68100000,ACTIVE
ACC02365,C02365,435200000,ACTIVE
ACC02366,C02366,256800000,ACTIVE
ACC02367,C02367,350800000,ACTIVE
ACC02368,C02368,346900000,ACTIVE
ACC02369,C02369,99800000,ACTIVE
ACC02370,C02370,421400000,ACTIVE
ACC02371,C02371,441600000,ACTIVE
ACC02372,C02372,382200000,ACTIVE
ACC02373,C02373,381400000,ACTIVE
ACC02374,C02374,135400000,ACTIVE
ACC02375,C02375,387400000,ACTIVE
ACC02376,C02376,100300000,ACTIVE
ACC02377,C02377,235700000,ACTIVE
ACC02378,C02378,173900000,ACTIVE
ACC02379,C02379,29200000,ACTIVE
ACC02380,C02380,410400000,ACTIVE
ACC02381,C02381,178400000,ACTIVE
ACC02382,C02382,208600000,ACTIVE
ACC02383,C02383,428500000,ACTIVE
ACC02384,C02384,298900000,ACTIVE
ACC02385,C02385,11100000,ACTIVE
ACC02386,C02386,13000000,ACTIVE
ACC02387,C02387,352000000,ACTIVE
ACC02388,C02388,202500000,ACTIVE
ACC02389,C02389,151300000,ACTIVE
ACC02390,C02390,479700000,ACTIVE
ACC02391,C02391,28800000,ACTIVE
ACC02392,C02392,144700000,ACTIVE
ACC02393,C02393,335500000,ACTIVE
ACC02394,C02394,19500000,CLOSED
ACC02395,C02395,217400000,ACTIVE
ACC02396,C02396,486900000,ACTIVE
ACC02397,C02397,229600000,BLOCKED
ACC02398,C02398,324800000,ACTIVE
ACC02399,C02399,149900000,ACTIVE
ACC02400,C02400,188400000,ACTIVE
ACC02401,C02401,160600000,ACTIVE
ACC02402,C02402,98200000,CLOSED
ACC02403,C02403,343300000,ACTIVE
ACC02404,C02404,346900000,ACTIVE
ACC02405,C02405,249100000,ACTIVE
ACC02406,C02406,393200000,ACTIVE
ACC02407,C02407,148600000,ACTIVE
ACC02408,C02408,38800000,ACTIVE
ACC02409,C02409,238200000,ACTIVE
ACC02410,C02410,122000000,ACTIVE
ACC02411,C02411,333500000,ACTIVE
ACC02412,C02412,268000000,ACTIVE
ACC02413,C02413,192400000,ACTIVE
ACC02414,C02414,338400000,ACTIVE
ACC02415,C02415,385400000,ACTIVE
ACC02416,C02416,3800000,ACTIVE
ACC02417,C02417,48000000,ACTIVE
ACC02418,C02418,219000000,ACTIVE
ACC02419,C02419,364600000,ACTIVE
ACC02420,C02420,73300000,ACTIVE
ACC02421,C02421,421500000,ACTIVE
ACC02422,C02422,8300000,ACTIVE
ACC02423,C02423,365900000,ACTIVE
ACC02424,C02424,162900000,ACTIVE
ACC02425,C02425,309500000,ACTIVE
ACC02426,C02426,412000000,ACTIVE
ACC02427,C02427,475300000,ACTIVE
ACC02428,C02428,8600000,ACTIVE
ACC02429,C02429,41500000,ACTIVE
ACC02430,C02430,216400000,ACTIVE
ACC02431,C02431,121000000,ACTIVE
ACC02432,C02432,177800000,ACTIVE
ACC02433,C02433,305100000,ACTIVE
ACC02434,C02434,483700000,ACTIVE
ACC02435,C02435,254900000,ACTIVE
ACC02436,C02436,156500000,CLOSED
ACC02437,C02437,242700000,ACTIVE
ACC02438,C02438,106800000,ACTIVE
ACC02439,C02439,265600000,BLOCKED
ACC02440,C02440,248600000,ACTIVE
ACC02441,C02441,232300000,ACTIVE
ACC02442,C02442,377600000,ACTIVE
ACC02443,C02443,392000000,ACTIVE
ACC02444,C02444,93900000,ACTIVE
ACC02445,C02445,185300000,ACTIVE
ACC02446,C02446,418200000,ACTIVE
ACC02447,C02447,415500000,ACTIVE
ACC02448,C02448,226200000,ACTIVE
ACC02449,C02449,343900000,ACTIVE
ACC02450,C02450,106400000,ACTIVE
ACC02451,C02451,41600000,ACTIVE
ACC02452,C02452,478800000,BLOCKED
ACC02453,C02453,496000000,ACTIVE
ACC02454,C02454,475800000,ACTIVE
ACC02455,C02455,372100000,ACTIVE
