TXN_ID,CARD_ID,CUSTOMER_ID,MERCHANT_ID,TERMINAL_ID,TXN_TIME,AMOUNT,COUNTRY,DEVICE_ID,FRAUD_LABEL
TXN00976,CARD05654,C05654,M013,T013,2026-07-18 23:55:00,2230000,VN,DEV1531,0
TXN00977,CARD07885,C07885,M011,T011,2026-07-22 02:49:00,39980000,VN,DEV0860,0
TXN00978,CARD04470,C04470,M014,T014,2026-07-18 00:37:00,19140000,VN,DEV0631,0
TXN00979,CARD04680,C04680,M008,T008,2026-07-05 22:13:00,40290000,VN,DEV1262,0
TXN00980,CARD02739,C02739,M012,T012,2026-07-22 21:45:00,32590000,VN,DEV1210,0
TXN00981,CARD03766,C03766,M010,T010,2026-07-01 20:04:00,48190000,VN,DEV1797,0
TXN00982,CARD04829,C04829,M010,T010,2026-07-18 03:37:00,22850000,VN,DEV1151,0
TXN00983,CARD08535,C08535,M002,T002,2026-07-19 14:29:00,47240000,US,NEW_DEVICE,1
TXN00984,CARD01287,C01287,M001,T001,2026-07-17 03:24:00,49150000,VN,DEV1146,0
TXN00985,CARD06043,C06043,M002,T002,2026-07-26 00:33:00,24880000,SG,DEV1551,0
TXN00986,CARD05992,C05992,M002,T002,2026-07-12 04:24:00,27530000,SG,DEV0425,0
TXN00987,CARD04490,C04490,M014,T014,2026-07-01 22:16:00,15740000,VN,DEV1107,0
TXN00988,CARD08487,C08487,M008,T008,2026-07-15 22:13:00,49710000,VN,DEV1910,0
TXN00989,CARD04599,C04599,M002,T002,2026-07-23 17:18:00,29790000,SG,DEV0739,0
TXN00990,CARD02793,C02793,M006,T006,2026-07-22 10:34:00,42800000,VN,DEV1237,0
TXN00991,CARD03325,C03325,M007,T007,2026-07-25 21:14:00,17870000,VN,DEV0828,0
TXN00992,CARD03590,C03590,M006,T006,2026-07-19 13:12:00,48410000,VN,DEV0528,0
TXN00993,CARD04441,C04441,M006,T006,2026-07-10 11:07:00,2040000,VN,DEV0020,0
TXN00994,CARD08967,C08967,M009,T009,2026-07-07 21:31:00,19670000,VN,DEV0690,0
TXN00995,CARD04282,C04282,M014,T014,2026-07-07 03:01:00,17640000,VN,DEV0478,0
TXN00996,CARD02448,C02448,M003,T003,2026-07-19 12:11:00,27020000,US,DEV1563,0
TXN00997,CARD01987,C01987,M013,T013,2026-07-07 16:49:00,21370000,VN,DEV0076,0
TXN00998,CARD01729,C01729,M001,T001,2026-07-11 10:40:00,14980000,VN,DEV0801,0
TXN00999,CARD01835,C01835,M003,T003,2026-07-21 03:02:00,14550000,US,DEV1304,0
TXN01000,CARD09140,C09140,M006,T006,2026-07-03 14:40:00,9780000,VN,DEV0038,0
TXN01001,CARD05749,C05749,M009,T009,2026-07-16 16:56:00,28860000,VN,DEV1485,0
TXN01002,CARD08752,C08752,M012,T012,2026-07-04 14:41:00,48150000,VN,DEV1094,0
TXN01003,CARD03961,C03961,M013,T013,2026-07-11 10:08:00,1220000,VN,DEV0881,0
TXN01004,CARD08242,C08242,M004,T004,2026-07-28 14:09:00,2040000,US,DEV0736,0
TXN01005,CARD05044,C05044,M013,T013,2026-07-19 21:50:00,8390000,VN,DEV0742,0
TXN01006,CARD08618,C08618,M007,T007,2026-07-27 03:11:00,10230000,VN,DEV1711,0
TXN01007,CARD09720,C09720,M001,T001,2026-07-07 05:58:00,13830000,VN,DEV1589,0
TXN01008,CARD04819,C04819,M012,T012,2026-07-03 14:33:00,6570000,VN,DEV1624,0
TXN01009,CARD06020,C06020,M007,T007,2026-07-15 11:26:00,20810000,VN,DEV0411,0
TXN01010,CARD07302,C07302,M009,T009,2026-07-17 11:18:00,20340000,VN,DEV0994,0
TXN01011,CARD00545,C00545,M009,T009,2026-07-05 14:50:00,39540000,VN,DEV1131,0
TXN01012,CARD06949,C06949,M002,T002,2026-07-18 12:18:00,43730000,US,DEV1159,0
TXN01013,CARD05700,C05700,M007,T007,2026-07-17 13:42:00,28730000,VN,DEV1994,0
TXN01014,CARD04458,C04458,M007,T007,2026-07-17 09:25:00,12980000,VN,DEV1858,0
TXN01015,CARD00739,C00739,M013,T013,2026-07-16 13:56:00,34120000,VN,DEV0278,0
TXN01016,CARD08046,C08046,M012,T012,2026-07-01 11:22:00,48580000,VN,DEV1657,0
TXN01017,CARD07703,C07703,M007,T007,2026-07-08 06:50:00,13740000,VN,DEV0872,0
TXN01018,CARD00120,C00120,M012,T012,2026-07-21 09:34:00,30530000,VN,DEV0479,0
TXN01019,CARD09341,C09341,M001,T001,2026-07-08 04:39:00,2160000,VN,DEV1356,0
TXN01020,CARD01919,C01919,M008,T008,2026-07-16 02:32:00,39830000,VN,DEV0515,0
TXN01021,CARD06928,C06928,M009,T009,2026-07-16 16:54:00,42250000,VN,DEV1194,0
TXN01022,CARD00767,C00767,M007,T007,2026-07-24 00:01:00,15970000,NG,NEW_DEVICE,1
TXN01023,CARD08821,C08821,M007,T007,2026-07-27 19:49:00,40910000,VN,DEV0390,0
TXN01024,CARD03694,C03694,M002,T002,2026-07-09 10:16:00,30140000,US,DEV0257,0
TXN01025,CARD05881,C05881,M008,T008,2026-07-06 23:58:00,29700000,VN,DEV1526,0
TXN01026,CARD00529,C00529,M007,T007,2026-07-20 19:10:00,23410000,VN,DEV0122,0
TXN01027,CARD09253,C09253,M001,T001,2026-07-13 09:56:00,26510000,VN,DEV1003,0
TXN01028,CARD03590,C03590,M005,T005,2026-07-07 10:55:00,35090000,HK,DEV1714,0
TXN01029,CARD00924,C00924,M013,T013,2026-07-24 18:36:00,21570000,VN,DEV0235,0
TXN01030,CARD01023,C01023,M008,T008,2026-07-07 20:55:00,47600000,VN,DEV1850,0
TXN01031,CARD04294,C04294,M005,T005,2026-07-01 15:38:00,25930000,HK,DEV0092,0
TXN01032,CARD06285,C06285,M002,T002,2026-07-13 16:14:00,29480000,SG,DEV0547,0
TXN01033,CARD03449,C03449,M008,T008,2026-07-13 11:10:00,7130000,VN,DEV1132,0
TXN01034,CARD02660,C02660,M008,T008,2026-07-11 05:26:00,46690000,VN,DEV1304,0
TXN01035,CARD05690,C05690,M002,T002,2026-07-05 18:25:00,33660000,SG,DEV1374,0
TXN01036,CARD08556,C08556,M012,T012,2026-07-11 01:28:00,2240000,VN,DEV1292,0
TXN01037,CARD01130,C01130,M007,T007,2026-07-28 02:23:00,3620000,VN,DEV1332,0
TXN01038,CARD01609,C01609,M002,T002,2026-07-04 19:05:00,27030000,HK,DEV1830,0
TXN01039,CARD01206,C01206,M005,T005,2026-07-12 06:30:00,21320000,US,DEV0482,0
TXN01040,CARD03726,C03726,M005,T005,2026-07-21 04:43:00,19230000,SG,DEV1522,0
TXN01041,CARD04152,C04152,M007,T007,2026-07-20 06:59:00,9800000,VN,DEV1323,0
TXN01042,CARD03767,C03767,M014,T014,2026-07-17 18:04:00,16150000,VN,DEV1387,0
TXN01043,CARD06923,C06923,M011,T011,2026-07-14 19:17:00,6910000,VN,DEV0868,0
TXN01044,CARD01161,C01161,M009,T009,2026-07-21 14:00:00,6090000,NG,NEW_DEVICE,1
TXN01045,CARD05704,C05704,M013,T013,2026-07-02 22:18:00,43140000,VN,DEV1989,0
TXN01046,CARD02524,C02524,M012,T012,2026-07-16 19:48:00,43490000,VN,DEV1372,0
TXN01047,CARD05119,C05119,M008,T008,2026-07-13 00:12:00,33670000,VN,DEV1478,0
TXN01048,CARD02949,C02949,M007,T007,2026-07-16 15:48:00,37730000,VN,DEV1088,0
TXN01049,CARD03221,C03221,M008,T008,2026-07-10 09:38:00,12030000,VN,DEV1956,0
TXN01050,CARD06911,C06911,M007,T007,2026-07-08 01:03:00,29910000,VN,DEV0674,0
TXN01051,CARD09596,C09596,M008,T008,2026-07-18 04:24:00,46100000,VN,DEV1182,0
TXN01052,CARD08393,C08393,M014,T014,2026-07-19 04:37:00,36500000,VN,DEV1252,0
TXN01053,CARD06651,C06651,M004,T004,2026-07-02 08:48:00,6140000,US,DEV1839,0
TXN01054,CARD00270,C00270,M013,T013,2026-07-10 17:21:00,41910000,VN,DEV1215,0
TXN01055,CARD05854,C05854,M013,T013,2026-07-03 20:46:00,16380000,VN,DEV0440,0
TXN01056,CARD09089,C09089,M005,T005,2026-07-26 05:02:00,44340000,SG,DEV1453,0
TXN01057,CARD07658,C07658,M002,T002,2026-07-08 08:44:00,21570000,SG,DEV0322,0
TXN01058,CARD09064,C09064,M005,T005,2026-07-05 07:52:00,38790000,HK,DEV1052,0
TXN01059,CARD09313,C09313,M007,T007,2026-07-08 17:48:00,12890000,HK,NEW_DEVICE,1
TXN01060,CARD08406,C08406,M005,T005,2026-07-28 07:36:00,9100000,US,DEV1667,0
TXN01061,CARD08414,C08414,M010,T010,2026-07-21 15:25:00,2490000,VN,DEV1983,0
TXN01062,CARD08450,C08450,M005,T005,2026-07-20 02:23:00,48690000,SG,DEV0430,0
TXN01063,CARD08105,C08105,M001,T001,2026-07-26 14:09:00,5850000,VN,DEV1375,0
TXN01064,CARD07086,C07086,M001,T001,2026-07-23 15:04:00,27550000,VN,DEV1616,0
TXN01065,CARD06909,C06909,M002,T002,2026-07-09 15:33:00,27170000,HK,DEV1987,0
TXN01066,CARD00274,C00274,M014,T014,2026-07-04 13:47:00,36660000,VN,DEV1521,0
TXN01067,CARD00217,C00217,M007,T007,2026-07-20 21:24:00,45910000,VN,DEV0455,0
TXN01068,CARD03465,C03465,M001,T001,2026-07-06 14:40:00,3000000,VN,DEV0576,0
TXN01069,CARD03940,C03940,M009,T009,2026-07-14 10:46:00,11990000,VN,DEV1342,0
TXN01070,CARD04895,C04895,M011,T011,2026-07-10 13:55:00,25640000,VN,DEV0413,0
TXN01071,CARD06064,C06064,M005,T005,2026-07-04 06:02:00,30250000,SG,DEV0136,0
TXN01072,CARD07338,C07338,M013,T013,2026-07-15 02:12:00,10800000,VN,DEV1757,0
TXN01073,CARD05533,C05533,M007,T007,2026-07-23 12:55:00,34770000,VN,DEV1035,0
TXN01074,CARD08028,C08028,M011,T011,2026-07-11 07:39:00,22240000,VN,DEV0421,0
TXN01075,CARD01721,C01721,M010,T010,2026-07-15 14:54:00,49600000,VN,DEV1346,0
TXN01076,CARD09544,C09544,M012,T012,2026-07-05 15:26:00,43500000,VN,DEV1915,0
TXN01077,CARD02840,C02840,M013,T013,2026-07-22 15:43:00,24300000,VN,DEV1017,0
TXN01078,CARD09574,C09574,M013,T013,2026-07-02 12:03:00,33100000,VN,DEV1121,0
TXN01079,CARD01749,C01749,M013,T013,2026-07-16 08:35:00,20820000,VN,DEV1817,0
TXN01080,CARD06925,C06925,M008,T008,2026-07-14 14:14:00,15480000,VN,DEV1099,0
TXN01081,CARD02949,C02949,M008,T008,2026-07-23 09:19:00,6900000,VN,DEV0755,0
TXN01082,CARD07025,C07025,M008,T008,2026-07-15 02:51:00,34330000,VN,DEV0101,0
TXN01083,CARD09613,C09613,M010,T010,2026-07-21 08:13:00,2890000,VN,DEV1938,0
TXN01084,CARD02029,C02029,M003,T003,2026-07-28 00:45:00,930000,SG,DEV0433,0
TXN01085,CARD04081,C04081,M010,T010,2026-07-19 04:24:00,32070000,VN,DEV0951,0
TXN01086,CARD09175,C09175,M012,T012,2026-07-13 23:56:00,46380000,VN,DEV0959,0
TXN01087,CARD09366,C09366,M002,T002,2026-07-22 19:26:00,30140000,US,DEV1480,0
TXN01088,CARD09743,C09743,M011,T011,2026-07-04 19:28:00,5740000,VN,DEV0691,0
TXN01089,CARD07391,C07391,M006,T006,2026-07-13 11:31:00,23160000,VN,DEV0047,0
TXN01090,CARD08597,C08597,M008,T008,2026-07-23 11:28:00,5270000,VN,DEV1038,0
TXN01091,CARD03355,C03355,M007,T007,2026-07-13 04:11:00,34110000,VN,DEV0088,0
TXN01092,CARD01868,C01868,M001,T001,2026-07-17 20:30:00,8460000,VN,DEV1746,0
TXN01093,CARD01544,C01544,M002,T002,2026-07-11 19:27:00,29280000,US,DEV1181,0
TXN01094,CARD01045,C01045,M010,T010,2026-07-24 18:03:00,37460000,VN,DEV0745,0
TXN01095,CARD08751,C08751,M004,T004,2026-07-08 22:56:00,44960000,US,DEV0363,0
TXN01096,CARD02678,C02678,M008,T008,2026-07-03 14:05:00,37900000,VN,DEV0682,0
TXN01097,CARD00803,C00803,M007,T007,2026-07-01 03:39:00,13040000,VN,DEV1412,0
TXN01098,CARD03171,C03171,M003,T003,2026-07-20 21:59:00,41930000,US,DEV1439,0
TXN01099,CARD02887,C02887,M014,T014,2026-07-21 04:51:00,9620000,VN,DEV1198,0
TXN01100,CARD02202,C02202,M013,T013,2026-07-20 21:01:00,5490000,VN,DEV1915,0
TXN01101,CARD02028,C02028,M005,T005,2026-07-23 13:18:00,45160000,SG,DEV1326,0
TXN01102,CARD08135,C08135,M009,T009,2026-07-20 04:45:00,49700000,VN,DEV1100,0
TXN01103,CARD02547,C02547,M010,T010,2026-07-13 15:28:00,34020000,VN,DEV1707,0
TXN01104,CARD04997,C04997,M002,T002,2026-07-26 06:36:00,32180000,US,DEV0544,0
TXN01105,CARD07663,C07663,M002,T002,2026-07-16 05:26:00,16210000,HK,DEV0369,0
TXN01106,CARD01764,C01764,M012,T012,2026-07-19 08:04:00,9400000,VN,DEV1475,0
TXN01107,CARD05448,C05448,M013,T013,2026-07-18 04:20:00,10500000,VN,DEV1004,0
TXN01108,CARD07118,C07118,M011,T011,2026-07-11 14:47:00,49970000,VN,DEV1565,0
TXN01109,CARD02487,C02487,M009,T009,2026-07-25 16:40:00,49920000,VN,DEV1719,0
TXN01110,CARD05353,C05353,M001,T001,2026-07-20 03:14:00,36240000,VN,DEV0193,0
TXN01111,CARD03674,C03674,M013,T013,2026-07-20 10:36:00,16480000,VN,DEV0034,0
TXN01112,CARD07175,C07175,M002,T002,2026-07-02 22:14:00,26980000,SG,DEV1701,0
TXN01113,CARD09683,C09683,M014,T014,2026-07-19 20:53:00,13900000,VN,DEV1324,0
TXN01114,CARD04137,C04137,M002,T002,2026-07-19 05:34:00,4570000,SG,DEV0272,0
TXN01115,CARD01834,C01834,M008,T008,2026-07-15 21:53:00,23560000,VN,DEV1490,0
TXN01116,CARD03453,C03453,M002,T002,2026-07-16 03:57:00,32250000,SG,DEV0704,0
TXN01117,CARD07620,C07620,M008,T008,2026-07-21 04:48:00,34790000,VN,DEV1878,0
TXN01118,CARD01149,C01149,M004,T004,2026-07-09 18:04:00,12900000,SG,DEV0028,0
TXN01119,CARD08403,C08403,M006,T006,2026-07-14 04:22:00,45150000,VN,DEV1629,0
TXN01120,CARD09476,C09476,M006,T006,2026-07-11 12:36:00,35330000,VN,DEV1364,0
TXN01121,CARD02002,C02002,M003,T003,2026-07-06 02:00:00,15230000,HK,DEV1629,0
TXN01122,CARD08806,C08806,M001,T001,2026-07-26 02:30:00,36550000,VN,DEV0617,0
TXN01123,CARD08932,C08932,M014,T014,2026-07-15 22:42:00,39190000,VN,DEV0853,0
TXN01124,CARD08516,C08516,M011,T011,2026-07-18 00:55:00,6640000,VN,DEV0083,0
TXN01125,CARD01496,C01496,M003,T003,2026-07-25 02:05:00,10390000,HK,DEV1883,0
TXN01126,CARD09260,C09260,M012,T012,2026-07-14 01:41:00,30300000,VN,DEV0825,0
TXN01127,CARD06542,C06542,M012,T012,2026-07-24 06:52:00,26040000,VN,DEV1628,0
TXN01128,CARD09159,C09159,M014,T014,2026-07-18 05:09:00,38190000,VN,DEV0696,0
TXN01129,CARD03628,C03628,M005,T005,2026-07-16 23:31:00,15200000,HK,DEV1083,0
TXN01130,CARD08958,C08958,M002,T002,2026-07-25 14:45:00,5180000,US,DEV0406,0
TXN01131,CARD07667,C07667,M006,T006,2026-07-10 18:46:00,5900000,VN,DEV1569,0
TXN01132,CARD02107,C02107,M002,T002,2026-07-07 22:37:00,29330000,SG,DEV1235,0
TXN01133,CARD04888,C04888,M004,T004,2026-07-19 13:35:00,9770000,US,DEV0521,0
TXN01134,CARD07982,C07982,M005,T005,2026-07-04 17:36:00,19960000,US,DEV0775,0
TXN01135,CARD02000,C02000,M014,T014,2026-07-06 00:50:00,40180000,VN,DEV0786,0
TXN01136,CARD09147,C09147,M010,T010,2026-07-23 04:06:00,11070000,VN,DEV1583,0
TXN01137,CARD04422,C04422,M011,T011,2026-07-20 09:30:00,950000,VN,NEW_DEVICE,1
TXN01138,CARD08138,C08138,M013,T013,2026-07-24 23:55:00,42000000,VN,DEV0149,0
TXN01139,CARD06136,C06136,M008,T008,2026-07-06 23:29:00,41870000,VN,DEV1174,0
TXN01140,CARD07032,C07032,M002,T002,2026-07-06 20:35:00,25910000,US,DEV0588,0
TXN01141,CARD07332,C07332,M002,T002,2026-07-12 01:21:00,43780000,US,DEV0028,0
TXN01142,CARD05830,C05830,M014,T014,2026-07-04 14:14:00,31260000,VN,DEV1896,0
TXN01143,CARD01310,C01310,M006,T006,2026-07-13 17:26:00,17360000,VN,DEV0492,0
TXN01144,CARD04696,C04696,M003,T003,2026-07-11 11:29:00,25080000,SG,DEV0649,0
TXN01145,CARD00677,C00677,M007,T007,2026-07-14 15:28:00,29050000,VN,DEV0484,0
TXN01146,CARD02233,C02233,M009,T009,2026-07-07 13:42:00,7570000,VN,DEV0970,0
TXN01147,CARD01221,C01221,M010,T010,2026-07-28 09:58:00,29310000,VN,DEV0346,0
TXN01148,CARD07396,C07396,M011,T011,2026-07-10 07:28:00,14850000,VN,DEV1656,0
TXN01149,CARD02498,C02498,M009,T009,2026-07-10 17:08:00,32940000,VN,DEV1156,0
TXN01150,CARD01370,C01370,M011,T011,2026-07-16 11:03:00,5870000,VN,DEV0543,0
TXN01151,CARD05073,C05073,M001,T001,2026-07-23 08:18:00,34180000,VN,DEV1449,0
TXN01152,CARD09506,C09506,M002,T002,2026-07-09 16:19:00,38440000,SG,DEV0985,0
TXN01153,CARD08482,C08482,M006,T006,2026-07-05 18:02:00,26230000,VN,DEV1522,0
TXN01154,CARD02874,C02874,M012,T012,2026-07-19 20:47:00,14260000,VN,DEV0098,0
TXN01155,CARD03928,C03928,M011,T011,2026-07-07 20:46:00,5700000,VN,DEV0169,0
TXN01156,CARD07123,C07123,M013,T013,2026-07-19 07:11:00,40500000,VN,DEV0848,0
TXN01157,CARD08816,C08816,M007,T007,2026-07-01 19:43:00,23060000,VN,DEV0052,0
TXN01158,CARD03992,C03992,M002,T002,2026-07-03 06:44:00,42640000,SG,DEV1489,0
TXN01159,CARD09996,C09996,M002,T002,2026-07-03 03:56:00,14550000,HK,DEV0470,0
TXN01160,CARD00167,C00167,M007,T007,2026-07-19 05:37:00,33920000,VN,DEV1923,0
TXN01161,CARD09860,C09860,M008,T008,2026-07-27 23:28:00,4660000,VN,DEV0003,0
TXN01162,CARD08216,C08216,M009,T009,2026-07-07 18:53:00,49360000,VN,DEV1359,0
TXN01163,CARD02223,C02223,M014,T014,2026-07-01 10:54:00,19260000,VN,DEV1192,0
TXN01164,CARD03681,C03681,M011,T011,2026-07-03 04:49:00,39130000,VN,DEV0880,0
TXN01165,CARD02058,C02058,M001,T001,2026-07-23 23:46:00,15800000,VN,DEV0754,0
TXN01166,CARD01750,C01750,M014,T014,2026-07-11 00:44:00,25430000,VN,DEV0486,0
TXN01167,CARD08065,C08065,M005,T005,2026-07-25 23:21:00,2580000,US,DEV1273,0
TXN01168,CARD07562,C07562,M013,T013,2026-07-26 09:48:00,35730000,VN,DEV0559,0
TXN01169,CARD00333,C00333,M010,T010,2026-07-01 19:53:00,37460000,VN,DEV0701,0
TXN01170,CARD05984,C05984,M002,T002,2026-07-17 11:00:00,16410000,HK,DEV1507,0
TXN01171,CARD03425,C03425,M003,T003,2026-07-18 20:50:00,31170000,VN,NEW_DEVICE,1
TXN01172,CARD03928,C03928,M004,T004,2026-07-01 19:15:00,6940000,US,DEV0321,0
TXN01173,CARD04415,C04415,M001,T001,2026-07-04 15:44:00,44520000,VN,DEV1713,0
TXN01174,CARD08555,C08555,M011,T011,2026-07-09 05:23:00,9270000,VN,DEV1954,0
TXN01175,CARD00025,C00025,M012,T012,2026-07-16 03:34:00,16050000,VN,DEV1967,0
TXN01176,CARD09147,C09147,M010,T010,2026-07-13 01:26:00,34900000,VN,DEV0413,0
TXN01177,CARD02211,C02211,M013,T013,2026-07-23 04:44:00,36230000,VN,DEV0525,0
TXN01178,CARD05708,C05708,M001,T001,2026-07-20 12:25:00,49540000,VN,DEV1125,0
TXN01179,CARD08531,C08531,M002,T002,2026-07-03 19:02:00,22050000,HK,DEV0848,0
TXN01180,CARD00947,C00947,M008,T008,2026-07-28 03:35:00,29440000,VN,DEV0103,0
TXN01181,CARD04368,C04368,M010,T010,2026-07-12 15:36:00,26040000,VN,DEV1929,0
TXN01182,CARD08592,C08592,M012,T012,2026-07-09 00:56:00,47990000,VN,DEV1128,0
TXN01183,CARD00931,C00931,M006,T006,2026-07-17 21:25:00,39170000,VN,DEV1676,0
TXN01184,CARD08685,C08685,M006,T006,2026-07-12 23:51:00,18820000,VN,DEV0399,0
TXN01185,CARD09642,C09642,M007,T007,2026-07-14 00:48:00,48860000,VN,DEV0083,0
TXN01186,CARD05791,C05791,M003,T003,2026-07-07 13:26:00,14320000,US,DEV0763,0
TXN01187,CARD09892,C09892,M008,T008,2026-07-19 12:23:00,30960000,VN,DEV1652,0
TXN01188,CARD05237,C05237,M009,T009,2026-07-21 00:23:00,43950000,VN,DEV0601,0
TXN01189,CARD05144,C05144,M009,T009,2026-07-24 10:18:00,24020000,VN,DEV0561,0
TXN01190,CARD09481,C09481,M001,T001,2026-07-15 16:10:00,15740000,VN,DEV0710,0
TXN01191,CARD02448,C02448,M010,T010,2026-07-13 16:42:00,25640000,VN,DEV0999,0
TXN01192,CARD08501,C08501,M008,T008,2026-07-28 08:46:00,8840000,VN,DEV0005,0
TXN01193,CARD02620,C02620,M004,T004,2026-07-05 16:15:00,17330000,SG,DEV0686,0
TXN01194,CARD08643,C08643,M005,T005,2026-07-22 03:32:00,38320000,US,DEV1148,0
TXN01195,CARD07380,C07380,M014,T014,2026-07-13 02:18:00,25390000,VN,DEV0148,0
TXN01196,CARD01921,C01921,M013,T013,2026-07-22 01:21:00,20640000,VN,DEV1144,0
TXN01197,CARD05132,C05132,M004,T004,2026-07-15 09:49:00,36770000,HK,DEV0523,0
TXN01198,CARD07314,C07314,M007,T007,2026-07-04 02:49:00,48930000,VN,DEV0101,0
TXN01199,CARD09478,C09478,M001,T001,2026-07-01 16:56:00,21190000,VN,DEV0871,0
TXN01200,CARD08900,C08900,M011,T011,2026-07-04 02:51:00,29920000,VN,DEV0813,0
TXN01201,CARD06549,C06549,M007,T007,2026-07-06 12:27:00,4510000,VN,DEV1785,0
TXN01202,CARD09770,C09770,M006,T006,2026-07-08 10:59:00,26160000,VN,DEV1729,0
TXN01203,CARD03854,C03854,M002,T002,2026-07-20 15:29:00,1210000,HK,DEV0347,0
TXN01204,CARD06272,C06272,M008,T008,2026-07-11 07:43:00,37180000,VN,DEV1943,0
TXN01205,CARD04735,C04735,M011,T011,2026-07-09 06:51:00,3420000,VN,DEV1162,0
TXN01206,CARD01927,C01927,M007,T007,2026-07-08 07:48:00,14490000,VN,DEV0857,0
TXN01207,CARD08517,C08517,M002,T002,2026-07-16 05:41:00,33990000,US,DEV0319,0
TXN01208,CARD03415,C03415,M005,T005,2026-07-04 16:40:00,33920000,US,DEV0401,0
TXN01209,CARD07579,C07579,M014,T014,2026-07-14 12:56:00,18420000,VN,DEV1634,0
TXN01210,CARD04668,C04668,M003,T003,2026-07-07 06:19:00,49070000,HK,DEV1180,0
TXN01211,CARD06172,C06172,M014,T014,2026-07-12 18:37:00,24560000,VN,DEV1657,0
TXN01212,CARD05773,C05773,M012,T012,2026-07-15 14:45:00,39610000,VN,DEV0015,0
TXN01213,CARD03054,C03054,M001,T001,2026-07-10 19:35:00,17500000,VN,DEV0160,0
TXN01214,CARD01027,C01027,M002,T002,2026-07-12 20:19:00,3510000,HK,DEV0795,0
TXN01215,CARD08572,C08572,M001,T001,2026-07-22 21:39:00,7270000,VN,DEV1102,0
TXN01216,CARD07589,C07589,M012,T012,2026-07-25 04:25:00,48670000,VN,DEV0488,0
TXN01217,CARD01661,C01661,M003,T003,2026-07-22 16:02:00,40850000,US,DEV1457,0
TXN01218,CARD02908,C02908,M010,T010,2026-07-27 14:52:00,2900000,VN,DEV0701,0
TXN01219,CARD01511,C01511,M012,T012,2026-07-01 12:50:00,13170000,VN,DEV0951,0
TXN01220,CARD03701,C03701,M006,T006,2026-07-05 10:51:00,28400000,VN,DEV1513,0
TXN01221,CARD06808,C06808,M012,T012,2026-07-21 22:16:00,19680000,VN,DEV1622,0
TXN01222,CARD01311,C01311,M003,T003,2026-07-12 13:15:00,12350000,SG,DEV0902,0
TXN01223,CARD05338,C05338,M004,T004,2026-07-11 16:19:00,31280000,SG,DEV0190,0
TXN01224,CARD06817,C06817,M010,T010,2026-07-03 16:45:00,49100000,VN,DEV1126,0
TXN01225,CARD05498,C05498,M009,T009,2026-07-26 00:09:00,18530000,VN,DEV0465,0
TXN01226,CARD09514,C09514,M009,T009,2026-07-04 14:57:00,550000,VN,DEV0152,0
TXN01227,CARD04067,C04067,M009,T009,2026-07-09 02:39:00,21840000,VN,DEV1779,0
TXN01228,CARD00558,C00558,M014,T014,2026-07-27 09:24:00,14330000,VN,DEV1546,0
TXN01229,CARD05509,C05509,M001,T001,2026-07-18 19:48:00,24870000,VN,DEV0107,0
TXN01230,CARD01241,C01241,M007,T007,2026-07-13 00:29:00,35760000,VN,DEV0155,0
TXN01231,CARD00539,C00539,M010,T010,2026-07-18 23:51:00,43600000,VN,DEV1378,0
TXN01232,CARD09419,C09419,M008,T008,2026-07-17 01:10:00,25310000,VN,DEV1685,0
TXN01233,CARD07042,C07042,M006,T006,2026-07-03 06:45:00,2190000,VN,DEV1908,0
TXN01234,CARD04221,C04221,M012,T012,2026-07-01 17:23:00,14280000,VN,DEV0606,0
TXN01235,CARD04441,C04441,M004,T004,2026-07-12 22:20:00,2670000,US,DEV0121,0
TXN01236,CARD05534,C05534,M004,T004,2026-07-20 20:27:00,35420000,HK,DEV1656,0
TXN01237,CARD01392,C01392,M014,T014,2026-07-26 01:32:00,31070000,VN,DEV1016,0
TXN01238,CARD09366,C09366,M007,T007,2026-07-13 05:25:00,13010000,VN,DEV0102,0
TXN01239,CARD08330,C08330,M008,T008,2026-07-09 23:50:00,25850000,VN,DEV1268,0
TXN01240,CARD02333,C02333,M013,T013,2026-07-03 02:28:00,45100000,VN,DEV1398,0
TXN01241,CARD05039,C05039,M012,T012,2026-07-07 18:38:00,9980000,VN,DEV1148,0
TXN01242,CARD02305,C02305,M001,T001,2026-07-11 18:09:00,11540000,VN,DEV0135,0
TXN01243,CARD01597,C01597,M004,T004,2026-07-16 17:42:00,31330000,US,DEV1567,0
TXN01244,CARD02693,C02693,M010,T010,2026-07-26 12:27:00,39870000,VN,DEV0635,0
TXN01245,CARD07517,C07517,M003,T003,2026-07-04 01:25:00,12790000,HK,DEV0912,0
TXN01246,CARD05173,C05173,M009,T009,2026-07-20 11:29:00,5420000,VN,DEV1768,0
TXN01247,CARD06761,C06761,M005,T005,2026-07-25 15:32:00,45400000,SG,DEV0558,0
TXN01248,CARD02801,C02801,M008,T008,2026-07-21 17:43:00,17190000,VN,DEV0569,0
TXN01249,CARD05552,C05552,M001,T001,2026-07-27 04:54:00,8070000,VN,DEV0763,0
TXN01250,CARD08190,C08190,M001,T001,2026-07-04 07:24:00,13190000,VN,DEV1772,0
TXN01251,CARD04376,C04376,M008,T008,2026-07-11 06:01:00,45010000,VN,DEV0323,0
TXN01252,CARD06238,C06238,M010,T010,2026-07-25 03:04:00,13910000,VN,DEV0835,0
TXN01253,CARD08903,C08903,M002,T002,2026-07-12 01:36:00,28390000,HK,DEV1703,0
